Total Count, Unique Count, Unique/Total Ratio, Text
1, 0, 0, 
21, 14, 0.6666666666666666, Good enough for me. Axel Dale King. Sounds good. Do you like that?"" I asked
1, 0, 0, 
10, 7, 0.7, It's perfect."" He whispered and leaned down
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
53, 35, 0.660377358490566, My dad does."" Daxton shook his head at the thought. "" I don't even know why he called everyone in. It's not even on the schedule for this month."" He straightened his tie and I walked with him to the front door.
1, 0, 0, 
5, 5, 1, It shouldn't take too long
1, 0, 0, 
1, 1, 1, Nah
1, 0, 0, 
8, 5, 0.625, I'll be waiting."" I said
1, 0, 0, 
5, 5, 1, For the next two hours
1, 0, 0, 
17, 13, 0.7647058823529411, He's not usually out this late."" I muttered nuder my breath. Just then
1, 0, 0, 
12, 9, 0.75, Dax: Come outside. I have a surprise for you.
1, 0, 0, 
9, 9, 1, I smiled widely and walked to the front door
1, 0, 0, 
16, 12, 0.75, Looking for somebody?"" A gravelly voice asked from behind me. I froze
1, 0, 0, 
8, 5, 0.625, Where is Dax?"" I asked
1, 0, 0, 
18, 14, 0.7777777777777778, Somewhere you'll never find him."" I moved to turn around to see the guys face
15, 8, 0.5333333333333333, 64704;"Pain resonated through my head and I groaned
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
6, 3, 0.5, Sam?"" I squinted
1, 0, 0, 
13, 9, 0.6923076923076923, The one and only. How ya feeling?"" He asked
1, 0, 0, 
14, 9, 0.6428571428571429, W-why am I here? Why did you kidnap me?""
1, 0, 0, 
2, 2, 1, You see
1, 0, 0, 
15, 9, 0.6, So why didn't you take Ray? Why take me?"" I whispered
1, 0, 0, 
38, 25, 0.6578947368421053, You have money. Your fiancé has money. Lots and lots of money that I need to pay off my debt to the mafia."" I scrunched up my eyebrows at his testimony.
1, 0, 0, 
8, 6, 0.75, So you kidnap me?! I'm pregnant
1, 0, 0, 
22, 18, 0.8181818181818182, I was afraid you would say that."" He swung something and knocked me out for the second time.
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
2, 2, 1, Come on
1, 0, 0, 
11, 5, 0.45454545454545453, Wha-- where am I?"" I asked
1, 0, 0, 
27, 19, 0.7037037037037037, You're in the house. Now where's the money?"" I was so confused as to why he thought I had money with me.
1, 0, 0, 
50, 33, 0.66, Money? What money? I don't know what you're talking about."" A smack rang out and I realized the man smacked me. I gasped as tears sprang to my eyes from the pain. I felt my baby kick and I started to get scared
1, 0, 0, 
13, 12, 0.9230769230769231, Sam told us you had the money and we want our goddamn money
1, 0, 0, 
2, 2, 1, Just then
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
37, 28, 0.7567567567567568, Put the gun down or I'll slit her throat."" The man holding me threatened. Tears flowed down my face as my heart pounded mercilessly from the predicament I was in. Daxton hesitated
1, 0, 0, 
2, 2, 1, Do it
1, 0, 0, 
1, 1, 1, Now
1, 0, 0, 
29, 23, 0.7931034482758621, Daxton took the machine and started typing quickly. He must of tried to contact someone because the gunman smashed the butt of the gun against Daxton's skull.
1, 0, 0, 
6, 3, 0.5, No!"" I screamed
1, 0, 0, 
21, 17, 0.8095238095238095, Move again and you die. I'll make sure to stab your precious belly first."" I gasped repeatedly
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
23, 16, 0.6956521739130435, What the hell was that?!"" One yelled. The door burst open and gunshots came from the new-comer
1, 0, 0, 
22, 14, 0.6363636363636364, Get down! Get down!"" Yells were tossed and it was obvious they were not prepared for this.
1, 0, 0, 
32, 23, 0.71875, Fuck this!"" The man holding me yelled and pushed me forward. I was caught off guard and tripped over a box that was in front of me.
1, 0, 0, 
57, 36, 0.631578947368421, Arielle! No!"" Daxton's scream seemed to slow down and everything seemed to be going in slow motion. I knew I wouldn't be able to catch myself and there was nothing I could do but to keep falling. Forward. Closer to the ground. When I made contact with the ground
1, 0, 0, 
6, 6, 1, Sounds flowed back into my ears
1, 0, 0, 
7, 1, 0.14285714285714285, No......
1, 0, 0, 
3, 1, 0.3333333333333333, Ari! Ari
1, 0, 0, 
6, 3, 0.5, Dax?"" I whispered
1, 0, 0, 
5, 4, 0.8, I know. Stay awake
1, 0, 0, 
1, 1, 1, Dax
1, 0, 0, 
5, 5, 1, The baby will be fine
1, 0, 0, 
25, 14, 0.56, Listen to me!"" I rasped. ""The baby is coming."" His reaction was all I needed.
1, 0, 0, 
5, 4, 0.8, Oh my god. No
1, 0, 0, 
16, 6, 0.375, I'm....so tired....."" I breathed out
1, 0, 0, 
3, 1, 0.3333333333333333, No! No
1, 0, 0, 
9, 8, 0.8888888888888888, Footsteps thundered against the floorboards and bags dropped.
1, 0, 0, 
1, 1, 1, Sir
1, 0, 0, 
8, 5, 0.625, She's in labor!"" Daxton yelled
1, 0, 0, 
40, 29, 0.725, Scratch that. Woman in labor with abdominal bleeding. We need to get her to the hospital now before she bleeds out. Two lives are in danger right now."" He said into the comms.
1, 0, 0, 
7, 7, 1, After I was strapped onto the gurney
18, 11, 0.6111111111111112, 64705;"Why is it that whenever I come to from passing out
1, 0, 0, 
2, 1, 0.5, Pain.
1, 0, 0, 
1, 1, 1, Hot
1, 0, 0, 
6, 1, 0.16666666666666666, BEEP! BEEP! BEEP!
1, 0, 0, 
12, 10, 0.8333333333333334, I opened my eyes and white everything blinded me. White walls
1, 0, 0, 
26, 21, 0.8076923076923077, She's coming to. She should be pushing the baby out anytime now."" A nurse said. I turned my head towards her
1, 0, 0, 
7, 4, 0.5714285714285714, Daxton?"" I called out
1, 0, 0, 
22, 14, 0.6363636363636364, I'm here."" A contraction hit me and I gasped. It hit me again and I gritted my teeth
1, 0, 0, 
1, 1, 1, Arielle
1, 0, 0, 
14, 9, 0.6428571428571429, Agghhhh!"" I screamed out as I pushed against another contraction.
1, 0, 0, 
2, 2, 1, Almost there
1, 0, 0, 
4, 4, 1, Exhaustion washed over me
1, 0, 0, 
17, 12, 0.7058823529411765, Would you like to cut the cord?"" The nurse asked Daxton. He nodded
1, 0, 0, 
16, 12, 0.75, He's so beautiful."" I whispered as he was placed in my arms.
1, 0, 0, 
5, 4, 0.8,  He was so tiny
1, 0, 0, 
11, 7, 0.6363636363636364, What's his name?"" The nurse asked us.
1, 0, 0, 
6, 3, 0.5, Axel."" I breathed
1, 0, 0, 
34, 21, 0.6176470588235294, He's perfect."" He leaned forward and kissed my forehead. My eyes closed for a second before opening again. ""Tired?"" He asked. I nodded
1, 0, 0, 
6, 3, 0.5, Okay."" I whispered
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
32, 27, 0.84375, Nine months passed and things were fine for a while. I had to stay in the hospital for a month after having Axel because of the bruising in my abdominal area
1, 0, 0, 
73, 47, 0.6438356164383562, The paparazzi and magazines were going crazy when they saw Axel and we even did an entire family photoshoot for a 10-pafe spread to welcome Axel into the King family. It seemed as if the entire world was just as excited as we were. They interviewed us and even asked if we were going to have another kid. Not anytime soon if I get my way.
1, 0, 0, 
23, 20, 0.8695652173913043, Daxton was a terrific father and he did everything in his power to be the best dad to Axel. He fed him
1, 0, 0, 
3, 3, 1, Then one day
1, 0, 0, 
1, 1, 1, Daxton
1, 0, 0, 
20, 15, 0.75, Just take him with you."" Daxton said blatantly. I frowned and walked to his desk.
1, 0, 0, 
2, 2, 1, I can't
1, 0, 0, 
6, 3, 0.5, I have work.""
1, 0, 0, 
9, 5, 0.5555555555555556, It's the weekend."" I countered.
1, 0, 0, 
16, 11, 0.6875, Doesn't matter."" He continued. I groaned and threw my hands up.
1, 0, 0, 
3, 3, 1, He's your son
1, 0, 0, 
25, 20, 0.8, No."" He said finally. Hurt must have been etched into my features because his face softened before it hardened again.
1, 0, 0, 
21, 14, 0.6666666666666666, Fine. Bastard."" I spit out and stormed out of his office. I walked to our room
1, 0, 0, 
6, 6, 1, He smiled and waved his arms
1, 0, 0, 
9, 8, 0.8888888888888888, Since your dad is being an as--annoying
1, 0, 0, 
6, 3, 0.5, Daaaa!"" He squealed
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
7, 4, 0.5714285714285714, Dadaa!"" Axel cried out
1, 0, 0, 
19, 15, 0.7894736842105263, We need to talk."" His deep voice rang out and anticipation littered through my spine.
1, 0, 0, 
5, 1, 0.2, Okay."""
10, 1, 0.1, 64706;"""Okay
1, 0, 0, 
19, 14, 0.7368421052631579, Uh...I don't know how to start this."" He looked up at the ceiling
1, 0, 0, 
2, 2, 1, Just talk
1, 0, 0, 
3, 3, 1, You know how
1, 0, 0, 
20, 17, 0.85, Jeremy was behind the entire thing."" My mouth fell open and many different emotions ran through me
1, 0, 0, 
7, 4, 0.5714285714285714, You're lying."" I breathed
1, 0, 0, 
4, 4, 1, Why would I lie
1, 0, 0, 
18, 13, 0.7222222222222222, I don't know. Maybe you're jealous of the attention he gave me."" I shot
1, 0, 0, 
27, 18, 0.6666666666666666, Jealous? Why would I be jealous when I've gotten what I wanted? I have you and he doesn't. Simple as that.""
1, 0, 0, 
10, 7, 0.7, I'm not a possession."" I ground out
1, 0, 0, 
8, 5, 0.625, Then stop acting like it.""
1, 0, 0, 
7, 3, 0.42857142857142855, What?!"" I yelled
1, 0, 0, 
1, 1, 1, Look
1, 0, 0, 
2, 2, 1, Because what
1, 0, 0, 
65, 49, 0.7538461538461538, Nothing. I need to work. Take Axel with you because I'm not watching him."" He left without another word. My mouth seemed to be off it's hinges because it stayed open at his words. Why was he so moody all of a sudden? I couldn't think of one think that I've done to deserve this treatment.
1, 0, 0, 
6, 6, 1, Already in my work out clothes
1, 0, 0, 
1, 1, 1, Arielle
1, 0, 0, 
2, 2, 1, They're relentless
1, 0, 0, 
2, 2, 1, I smiled
1, 0, 0, 
17, 13, 0.7647058823529411, I was walking out the building with Axel when I bumped into someone. ""Oh
1, 0, 0, 
19, 14, 0.7368421052631579, It's okay--Ari?"" I looked at the man in front of me and smiled.
1, 0, 0, 
20, 14, 0.7, Jeremy! Hi! I feel like I haven't seen you in forever."" He smiled at me
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
1, 1, 1, Ehh
1, 0, 0, 
7, 6, 0.8571428571428571, Same. I'm thinking of moving again
1, 0, 0, 
1, 1, 1, Yeah
1, 0, 0, 
3, 2, 0.6666666666666666, Congratulations. Uh
1, 0, 0, 
28, 21, 0.75, You too."" I watched as he went into the gym and I turned back to go to my car. the drive home was silent
1, 0, 0, 
4, 4, 1, When I got home
1, 0, 0, 
9, 5, 0.5555555555555556, Babe! We're home!"" I yelled
1, 0, 0, 
4, 4, 1, When I got there
1, 0, 0, 
7, 4, 0.5714285714285714, Daxton?"" I called out
1, 0, 0, 
35, 21, 0.6, Seriously..."" I mumbled to myself. I pulled out my phone and called him. ""This better be a joke."" After ringing for a while
1, 0, 0, 
30, 22, 0.7333333333333333, We're sorry. The number you have called has been disconnected. Please call your service provider for any questions you might have. For more options press--
1, 0, 0, 
8, 8, 1, I ended the call and squeezed my phone
1, 0, 0, 
2, 2, 1, Dear Arielle
1, 0, 0, 
9, 4, 0.4444444444444444,      If you're reading this
1, 0, 0, 
7, 7, 1, By the time I read this much
1, 0, 0, 
62, 37, 0.5967741935483871,      You were kidnapped because of bad business that occurred between me and other people that I will not name. The less you know the better. you can be as angry as you want with me as long as you're safe. I've cut all contact with you and any other people that might know you
1, 0, 0, 
2, 2, 1, Much love
1, 0, 0, 
3, 2, 0.6666666666666666, Daxton King"
29, 16, 0.5517241379310345, 64707;"""Mommy!"" Axel ran out his grandparents house and towards my outstretched arms. I scooped him up
1, 0, 0, 
1, 1, 1, Hi
1, 0, 0, 
39, 21, 0.5384615384615384, Yes! We baked cookies and a BIG cake--"" He opened his arms wide when he said big. ""--and we read a lot of books."" Axel explained
1, 0, 0, 
41, 33, 0.8048780487804879, He behaved himself very well. Reminds me of Daxton at that age."" Mrs. King came out with an apron on. I smiled through the pain that squeezed my chest. Ever since Axel was born
1, 0, 0, 
8, 5, 0.625, I'm not surprised."" I chuckled
1, 0, 0, 
1, 1, 1, Bye
1, 0, 0, 
20, 19, 0.95, I drove off to our house and grabbed his book bag before opening the front door. Axel zoomed in
1, 0, 0, 
1, 1, 1, Ax
1, 0, 0, 
6, 5, 0.8333333333333334, Take off my shoes. Sorry
1, 0, 0, 
11, 6, 0.5454545454545454, It's okay. Just remember next time."" 
1, 0, 0, 
33, 23, 0.696969696969697, I have to show you the picture I drew in class."" Axel grabbed my hand and dragged me into the kitchen. I chuckled and let him lead me.
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
28, 21, 0.75, Very important. We had to draw family pictures and mine was the best! Miss. Johnson even said so herself."" He said proudly
1, 0, 0, 
2, 2, 1, I nodded
1, 0, 0, 
4, 4, 1, Who's the last person
1, 0, 0, 
35, 25, 0.7142857142857143, It's Daxton! My daddy!"" He said excitedly. My heart clenched and just the mention of his name made me want to go and cry forever in my room. 
1, 0, 0, 
3, 3, 1, In the drawing
1, 0, 0, 
9, 4, 0.4444444444444444, His eyes..."" I whispered
1, 0, 0, 
47, 32, 0.6808510638297872, You said his eyes were really green so I used the greenest green ever!"" Axel frowned suddenly. ""When do I get to meet my daddy? All the other kids have daddies and I don't."" He pouted.
1, 0, 0, 
4, 4, 1, I closed my eyes
1, 0, 0, 
4, 3, 0.75, Okay. I'm hungry
1, 0, 0, 
1, 1, 1, Um
1, 0, 0, 
1, 1, 1, Yes
1, 0, 0, 
2, 2, 1, Be careful
1, 0, 0, 
16, 12, 0.75, Mmmmm vis ish foohhhh goooo."" Axel said with a mouthful of food.
1, 0, 0, 
1, 1, 1, Ax
1, 0, 0, 
25, 17, 0.68, Axel made sure to swallow his food before answering. ""Fruit punch!"" He took another big bite of his food
1, 0, 0, 
6, 3, 0.5, What?"" I asked
1, 0, 0, 
4, 4, 1, You're eating too fast
1, 0, 0, 
9, 6, 0.6666666666666666, Oh no you don't!"" I yelled
1, 0, 0, 
13, 8, 0.6153846153846154, Mommy! You caught me!"" He screamed with delight.
1, 0, 0, 
27, 22, 0.8148148148148148, Sure did!"" I blew on his belly and jumped on the large bed with him in my arms. He was laughing so hard
1, 0, 0, 
2, 2, 1, You win
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
20, 15, 0.75, I can do that too. Watch."" Axel jumped off the bed and started mocking me.
1, 0, 0, 
15, 12, 0.8, Last one to brush their teeth is a rotten egg."" I said
1, 0, 0, 
21, 15, 0.7142857142857143, No fair! You got a head start!"" Axel whined padding behind me into the bathroom. 
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
2, 2, 1, I win
1, 0, 0, 
1, 1, 1, Alright
1, 0, 0, 
15, 11, 0.7333333333333333, Wanna know who I'm gonna dream about tonight?"" He asked softly.
1, 0, 0, 
6, 3, 0.5, Me?"" I joked
1, 0, 0, 
11, 6, 0.5454545454545454, No. I'm gonna dream of daddy."""
19, 6, 0.3157894736842105, 64708;"*prsmkdwn-b*Daxton's P.O.V:*/prsmkdwn-b*
1, 0, 0, 
45, 35, 0.7777777777777778, I heard the bell ring and I watched as little kids filed out of the elementary prep school. I could see that uniforms were mandatory because every kid that walked out of there wore the same thing. My eyes scanned the grass area
1, 0, 0, 
6, 6, 1, His hair was dark and long
1, 0, 0, 
19, 16, 0.8421052631578947, I always maintained contact with my parents and told them not to tell Arielle. I closed my eyes
1, 0, 0, 
9, 6, 0.6666666666666666, Are you gonna move?"" He asked
1, 0, 0, 
10, 7, 0.7, Are you always this rude?"" I asked
1, 0, 0, 
11, 9, 0.8181818181818182, My mommy says to not talk to strangers. So move
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
21, 15, 0.7142857142857143, Only if you give me your name too. And then move."" He bargained. Smart boy.
1, 0, 0, 
14, 10, 0.7142857142857143, Deal."" I extended my hand and he shook it firmly.
1, 0, 0, 
10, 6, 0.6, My name is Axel. What's yours?""
1, 0, 0, 
13, 7, 0.5384615384615384, Daxton. My name is Daxton."" Axel's eyes widened.
1, 0, 0, 
17, 12, 0.7058823529411765, That's my daddy's name!"" He said excitedly. He looked me up and down
1, 0, 0, 
1, 1, 1, Really
1, 0, 0, 
20, 15, 0.75, Your eyes are so green. Just like my drawing!"" This kid was a happy one.
1, 0, 0, 
7, 4, 0.5714285714285714, What drawing?"" I asked
1, 0, 0, 
5, 5, 1, My family picture of me
1, 0, 0, 
8, 8, 1, I chuckled and wrapped my arms around him
1, 0, 0, 
29, 19, 0.6551724137931034, Wait."" He pulled away slightly. ""What's my mommy's name? Her whole name? Mommy said you're the only person in the world
1, 0, 0, 
21, 17, 0.8095238095238095, Arielle Nalani Renata Dabria Fortunato."" The Italian name flowed smoothly off my tongue and Axel's jaw dropped.
1, 0, 0, 
27, 21, 0.7777777777777778, You are my daddy!"" He wrapped his arms around me again and tears sprang to my eyes. This was all I needed.
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
5, 4, 0.8, Arielle's P.O.V:
1, 0, 0, 
6, 6, 1, When I got home from work
1, 0, 0, 
46, 31, 0.6739130434782609, Mommy! I found Daddy!"" I heard Axel's voice and I frowned. He wasn't supposed to be home yet. I sighed when I comprehended what he said. He always tried to find a man that looked like his father.
1, 0, 0, 
1, 1, 1, Baby
1, 0, 0, 
15, 14, 0.9333333333333333, Daxton looked a bit uncomfortable and I couldn't stop the reaction I had towards him
1, 0, 0, 
47, 36, 0.7659574468085106, He was in one of his tailor made Armani suits and I just wanted to run my hands down his muscular arms. But then I snapped out of my stupor and pain from his sudden appearance resonated throughout my body. I had to reach deeply
1, 0, 0, 
10, 6, 0.6, Arielle."" His deep voice called out.
1, 0, 0, 
6, 3, 0.5, Daxton."" I breathed
1, 0, 0, 
8, 5, 0.625, You look good."" He commented
1, 0, 0, 
1, 1, 1, Mommy
1, 0, 0, 
17, 15, 0.8823529411764706, Sure. Why don't you go and put your things up while I speak to your father
1, 0, 0, 
6, 6, 1, Axel ran towards me and nodded
1, 0, 0, 
5, 5, 1, What are you doing here
1, 0, 0, 
3, 2, 0.6666666666666666, I--uh
1, 0, 0, 
62, 37, 0.5967741935483871, Bullshit! You had four years to see us and you come now? Now??"" My voice got higher as I got frustrated. ""You left us Daxton. Axel wasn't even old enough to remember you and now you wanna swoop in and play dad? That's not gonna work with me.""
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
7, 7, 1, Don't give me that load of crap
1, 0, 0, 
3, 3, 1, I broke down
1, 0, 0, 
16, 13, 0.8125, Daxton rubbed my back and leaned his chin on the top of my head. 
1, 0, 0, 
10, 5, 0.5, I'm so sorry."" He whispered."
21, 13, 0.6190476190476191, 64709;"My heart almost stops as I take in the utter disaster before me.
10, 5, 0.5, Twisted metal.  Flashing lights.  Desperation.
7, 6, 0.8571428571428571, Flames leap out of the wreckage.
7, 6, 0.8571428571428571, A scream breaks through the noise.
9, 7, 0.7777777777777778, A woman pulled out of the crash--
1, 1, 1, No
8, 7, 0.875, She doesn't try to escape the flames;
7, 6, 0.8571428571428571, She tries to dive back in.
2, 2, 1, She's crying
6, 6, 1, Repeating a name like an anthem
7, 7, 1, A police officer is holding her back
7, 7, 1, Firefighters work to put out he flames
4, 3, 0.75, The commotion increases.
10, 8, 0.8, The firefighter reaches into the burned and warped metal.
5, 4, 0.8, The mother cries out.
18, 9, 0.5, A young child--a girl.  No more than 4 years old.  
7, 6, 0.8571428571428571, Yellow rain-jacket and pink boots.
5, 4, 0.8, Teddy bear in hand.
11, 5, 0.45454545454545453, Not a single scratch.  Not a single burn.
14, 13, 0.9285714285714286, Only blue eyes wide and calm as she reaches out for her mother.
8, 8, 1, The crowd gathered can only gasp in shock
5, 5, 1, The mother can't even speak
10, 10, 1, Standing on that sidewalk in the face of a disaster
11, 3, 0.2727272727272727, 64710;"I crave it.
8, 6, 0.75, The desire overwhelming and overpowering me. 
5, 5, 1, When I retire to bed
5, 5, 1, If anyone else has it
7, 7, 1, As I walk by the glass window
4, 3, 0.75, of the beauty.
7, 6, 0.8571428571428571, I smile as I close my eyes
12, 5, 0.4166666666666667, 64711;"and she's addicted to uppers
2, 2, 1, but damn
6, 5, 0.8333333333333334, can she be a downer"
25, 11, 0.44, 64712;"""Mommy."" I sniffed and wiped my face before turning to face Axel.
1, 0, 0, 
1, 1, 1, Yes
1, 0, 0, 
11, 8, 0.7272727272727273, Why are you crying?"" His face scrunched up
1, 0, 0, 
4, 4, 1, Don't worry about it
1, 0, 0, 
5, 5, 1, He ran to his father
1, 0, 0, 
5, 5, 1, I walked to the kitchen
1, 0, 0, 
9, 8, 0.8888888888888888, Why was he here? Out of the blue
1, 0, 0, 
1, 1, 1, Ari
1, 0, 0, 
31, 24, 0.7741935483870968, I'm fine. What do you need?"" I sucked in a breath and calmed myself down as much as I could. Green eyes looked at me hesitantly
1, 0, 0, 
1, 1, 1, Uh
1, 0, 0, 
12, 9, 0.75, Same place you kept your tools."" I told him
1, 0, 0, 
6, 3, 0.5, Thanks."" I nodded
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
1, 1, 1, Mommy
1, 0, 0, 
2, 2, 1, Next time
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
8, 8, 1, Are you and daddy gonna get married now
1, 0, 0, 
16, 11, 0.6875, I don't know."" I finally answered. Axel didn't say anything after that
1, 0, 0, 
19, 14, 0.7368421052631579, Arielle."" I screamed and covered my chest with my shirt as Daxton came into view.
1, 0, 0, 
28, 22, 0.7857142857142857, What are you doing in here? Get out!"" I pointed to the door and walked backwards and around him as he came closer.
1, 0, 0, 
5, 5, 1, This is my room too
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
8, 5, 0.625, Well I need a blanket.""
1, 0, 0, 
18, 14, 0.7777777777777778, I'm sure you'll manage without one. Now leave."" I pointed to the door again
1, 0, 0, 
22, 17, 0.7727272727272727, If that's what you want."" I didn't answer him because I was afraid my voice would crack again.
1, 0, 0, 
11, 10, 0.9090909090909091,  I closed my eyes and waited for him to leave
1, 0, 0, 
6, 0, 0, * * *
1, 0, 0, 
8, 8, 1, The sun hit my eyes and I groaned
1, 0, 0, 
25, 18, 0.72, Shit! Axel's gonna be late for school."" I ran out my room and burst into Axel's room. He wasn't there
1, 0, 0, 
60, 43, 0.7166666666666667, I took him to school."" I skidded to a halt when Daxton appeared from the kitchen. I lost my ability to breathe when I saw that he didn't have a shirt on. His washboard abs and deep v-line called my name. His long hair was ruffled as if he just woke up.
1, 0, 0, 
13, 9, 0.6923076923076923, Why the hell would you do that?!"" I yelled
1, 0, 0, 
13, 11, 0.8461538461538461, I never said you couldn't do it. You were sleeping so peacefully
1, 0, 0, 
11, 8, 0.7272727272727273, Axel is not a buden."" I said darkly
1, 0, 0, 
10, 6, 0.6, I didn't mean that--"" He sputtered
1, 0, 0, 
55, 40, 0.7272727272727273, Save it. Don't think that you can come in here after four years and swoop in to be the perfect dad. It doesn't work like that."" I walked past him and into the kitchen to find something to eat. I heard his footsteps behind me as he followed.
1, 0, 0, 
18, 13, 0.7222222222222222, How about I tell you why I left."" I opened my mouth to answer smartly
1, 0, 0, 
6, 2, 0.3333333333333333, Go ahead."""
29, 14, 0.4827586206896552, 64713;"""I left because you and Axel's lives were in danger. Because of me."" Daxton explained.
1, 0, 0, 
28, 16, 0.5714285714285714, Okay. And you couldn't tell me that? I am--was your fiancé and you couldn't explain this to me?"" I argued
1, 0, 0, 
12, 7, 0.5833333333333334, Ari--"" Daxton started but I interrupted him.
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
1, 1, 1, Lance
1, 0, 0, 
7, 4, 0.5714285714285714, You're lying."" I breathed
1, 0, 0, 
8, 5, 0.625, He sighed deeply. ""That day
1, 0, 0, 
13, 9, 0.6923076923076923, How do I know you're telling the truth?"" I asked
1, 0, 0, 
11, 10, 0.9090909090909091, You didn't think Sam was capable of something like kidnapping you
1, 0, 0, 
1, 1, 1, Okay
1, 0, 0, 
10, 10, 1, They said that if I didn't leave you and Axel
1, 0, 0, 
14, 7, 0.5, Oh my god...."" I whispered to myself.
1, 0, 0, 
13, 7, 0.5384615384615384, I know."" He answered. I shook my head.
1, 0, 0, 
1, 1, 1, No
1, 0, 0, 
8, 4, 0.5, I--"" He started talking
1, 0, 0, 
3, 3, 1, If you're back
1, 0, 0, 
1, 1, 1, Wait
1, 0, 0, 
64, 45, 0.703125, Are you crazy?! I'm not gonna sit here and speculate when our son could be in danger!"" I moved past him and ran out the front door and into my car. I didn't care if Daxton followed or not. I just needed to get to Axel. I drove as fast as I could to Axel's school
1, 0, 0, 
31, 24, 0.7741935483870968, That little boy had dark hair and the man was whispering something to him. The little boy frowned and tried to yank his hand out of the man's larger one
1, 0, 0, 
15, 9, 0.6, No! Let me go! Help!"" The little boy screamed.
1, 0, 0, 
6, 3, 0.5, Axel!"" I yelled
1, 0, 0, 
6, 3, 0.5, Mommy!"" Axel screamed
1, 0, 0, 
26, 20, 0.7692307692307693, Fists flew and Axel scrambled away from the two men and ran towards me. I ran and fell to the grass hugging him tightly.
1, 0, 0, 
3, 3, 1, Oh my god
1, 0, 0, 
4, 4, 1, Who was that man
1, 0, 0, 
3, 3, 1, I don't know
1, 0, 0, 
13, 9, 0.6923076923076923, Hey! Is your kid okay?"" The stranger jogged over
1, 0, 0, 
3, 3, 1, Are you fine
1, 0, 0, 
1, 1, 1, Oh
1, 0, 0, 
46, 26, 0.5652173913043478, Nothing? I almost lost my son and you say that's nothing?"" I looked at his hands. ""You even bruised yourself."" He chuckled and looked at his hands for a second before looking back at me.
1, 0, 0, 
1, 1, 1, Well
1, 0, 0, 
4, 4, 1, What do you say
1, 0, 0, 
20, 17, 0.85, Thank you for saving me Mister."" He held out his tiny hand and the man smiled back
1, 0, 0, 
16, 8, 0.5, Michael. Michael Ginobli."" Michael answered. I smiled at the exchange.
1, 0, 0, 
7, 7, 1, I'm Axel and this is my mommy
1, 0, 0, 
51, 38, 0.7450980392156863, Oh I know who you guys are. Always in those magazines. But I don't read them. My daughter always does."" He shuddered as if it disgusted him and a faint smile appeared on my face. Finally someone who wasn't obsessed with my family.
1, 0, 0, 
10, 7, 0.7, How old is your daughter?"" I wondered
1, 0, 0, 
50, 35, 0.7, She's four. But reads like and eight-year-old. She mostly looks at you guys' pictures though."" He shook his head. ""Smart little girl."" An idea popped into my head and I spoke before I could stop myself.
1, 0, 0, 
32, 24, 0.75, Why don't we get together for a playdate? It'll be my way of thanking you.""  Michael cocked an eyebrow and I blushed. ""Not us
1, 0, 0, 
4, 3, 0.75, Natalie. And sure
1, 0, 0, 
24, 18, 0.75, Mine. How does three sound?"" He handed me his phone and I typed my number and address into it.
1, 0, 0, 
11, 8, 0.7272727272727273, Perfect. See you then. It was nice meeting you
1, 0, 0, 
12, 8, 0.6666666666666666, You too Michael."" I answered and Axel waved.
1, 0, 0, 
22, 15, 0.6818181818181818, Bye Michael!"" He shouted as Michael made his way to his luxury car. He winked and drove off
39, 24, 0.6153846153846154, 64714;"""What happened? Why is Axel home early?"" Daxton rushed to the front door when we stepped inside. I rolled my eyes at him. Oh
1, 0, 0, 
14, 10, 0.7142857142857143, Daddy!"" Axel launched himself at Daxton and Daxton caught him flawlessly
1, 0, 0, 
1, 1, 1, Hey
1, 0, 0, 
15, 14, 0.9333333333333333, Some man tried to take me and Michael swooped in and punched him so fast
1, 0, 0, 
9, 6, 0.6666666666666666, What?"" Daxton looked up at me
1, 0, 0, 
9, 6, 0.6666666666666666, Axel just did."" I said smartly
1, 0, 0, 
7, 4, 0.5714285714285714, Michael Ginobli?"" Daxton asked
1, 0, 0, 
16, 12, 0.75, Don't bother coming back. Find somewhere else to crash."" I called out
1, 0, 0, 
1, 1, 1, Mommy
1, 0, 0, 
33, 22, 0.6666666666666666, He's--difficult to get along with.  You hungry?"" Axel nodded and I went to get him something to eat before settling down and eating breakfast myself.
